log_duration_min,log_tempo,wpm,year,n_artists,explicit,mode,comb,lyrics
1.3510168632642785,4.788116555879016,48.94661193623992,2018,1,1,1,Juno ::: Choker,"Through the Juno bush you see her lips are miming Gwen Stefani
The horizon takes a trip along her body
Staring at the posters on your wall
As they talk about my chances
Boy, you're so tragic
Your floor was damaged from months ago
Where you dropped a hot comb dancing to nsoul
The trees are gold on your iPhone background
Which is funny 'cause you cut down
Like eight last spring for the view now
How's it look, baby?
How's it feel?
Is it too much for you?
Big fucking deal

Me me me
That's all we know
Me me me
That's all we know
You might think you do
But I bet you don't
You might think you do
But I bet you don't

I heard you joined the Peace Corps
Planting ferns and feeding the poor
You're not so bad anymore

Me me me
That's all we know
(That's all we know)
Me me me
That's all we know
(That's all we know)
You might think you do
But I bet you don't
You might think you do
But I bet you don't"
1.628455918269862,4.408364247168241,85.55729984301412,2017,1,0,0,The List ::: Moonchild,"I hate you make me nervous
I always say the wrong thing
It doesn't matter anyway
Ain't nothing gonna change, no
I hate the situation
I'm always runnin' into you
And when I don't I'm hopin' to
I hate feeling so confused, oh

Don't wanna feel the way I do
Just what I'm goin' through
Don't wanna feel the way I do
Just what I'm goin' through
I hate that you're perfect
No way your ass comes out so clean
Somebody's playin' tricks on me
Can't see what I wanna see
I hate that you still call me
Just when I done made up my mind
To leave your perfect ass behind
I hear you soundin' so fine

Don't wanna feel the way I do
Just what I'm goin' through
Don't wanna feel the way I do
Just what I'm goin' through
(I know it's just what I'm goin' through, baby)
Don't wanna feel the way I do
Just what I'm goin' through
(Feel the way I do, for you)
Don't wanna feel the way I do
Just what I'm goin' through

How else can I let you go?
When the man I know
Makes me wanna be your girl
(I wanna be)
Outliving the love I've saved
Fighting the dreams away
Oh, I wanna be your girl
Just wanna be, just wanna be
Your girl, your girl, oh
I hate that I can't tell you
Left guessing if you’ll ever know
I'm tryin' not to let it show
Mind game just to let you go
I hate that you don't want it
I hate that I'm still so sweet
As if it might change somethin'
When you're ready, you'll remember me
I hate I know your birthday
I know all of your  favorite shit
When you were talkin', I was listenin'
Yet I still can't win
And I hate that you don't call me
Like to think that we're still cool
And now I'm feelin' like a fool
Every time it rings. I hope it's you
(I hate the way...)

I was so good to you, to you
I'd be good for you, for you
I know I'm good for you, for you
Because I'm good to you
I was so good to you, to you
I'd be good for you, for you
I know I'm good for you
Because I'm good to you
I just wanna be free
I just wanna be free
I just wanna be free
I just wanna be free
(Like the love I was savin')
I just wanna be free
I just wanna be free"
1.170762393068028,4.970764243119167,94.58977500038766,2020,1,0,1,World We Created ::: Giveon,"Feelin' comfortable, right here where you are
Sun all on your skin and I'm watchin' it
Light up, every part of me, every part of me
We've been hidin' (Hidin')
Layin' by your side as you wakin' up
Losin' track of time, as our feelings touched
We fall deep into the bed, we become the threads
Intertwinin'

I just wanna stay in the world we created
I just wanna sink in the plans that we makin'
When I leave I'm not lookin' for a replacement for what I got
I need you to trust and believe when I say this
Ain't nothing or nobody that's ever gonna break us
Not lookin' for situations I ain't forgot
Tell me why you always overthinkin'
Not like me to switch up like the seasons
No, I haven't had a change of feelings
You stay in the back of my mind
Everything I do is for tomorrow
Runnin', but I'll never let your hand go
No more second guessin' 'cause we're so close
Even on the hardest nights

I just wanna stay in the world we created (We created)
I just wanna sink in the plans that we makin' (We makin')
When I leave I'm not lookin' for a replacement for what I got
I need you to trust and believe when I say this
Ain't nothing or nobody that's ever gonna break us
Not lookin' for situations I ain't forgot


I just wanna stay in the world we created (We created)
I just wanna sink in the plans that we makin' (We makin')
When I leave I'm not lookin' for a replacement for what I got
I need you to trust and believe when I say this
Ain't nothing or nobody that's ever gonna break us
Not lookin' for situations I ain't forgot
Oooh
Oooh (Oooooh)
Oooh
Oooh"
1.1674125490141336,4.654246033155773,126.02427134114718,2016,1,1,0,I'm Him ::: Sammie,"They just wanna smoke and drank with you
They just wanna take you down and uh
They just always tryna pull up
They ain't never tryna take you out
They just wanna pop champagne with you
They just tryna flex for the gram
They ain't even tryna get to know ya
They ain't ever really gave a damn

Babygirl, I'm a different kinda nigga
Plus I think your prettier without it
Baby, you don't even need a filter
Got a proposition for ya girl, how bout it?
I should be your next man
I'm better than your ex man
I bet ya mama gon' like me
And ya big bro too
I bet ya daddy gon' like me
And ya homeboys too

Imma do everything, that ya man ain't do, yeah
Babygirl I'm him
Babygirl I'm -Babygirl i'm him, yeah
Babygirl I'm him
Babygirl I'm him
Babygirl I'm -Babygirl I'm him

Imma show you things, you ain't ever seen
Turn ya nightmares into wet dreams
What's yo ring size, girl, pick your wedding ring
Picture us ring side sitting on designer jeans
Shoes blood shot red on the bottom
In my drop top ridding with my bonnie
It's 7 o'clock we on my drop top
Soon as I get you home, we goin' non stop

Babygirl, I'm a different kinda nigga
Plus I think your prettier without it
Baby, you don't even need a filter
Got a proposition for ya girl, how bout it?
I should be your next man
I'm better than your ex man
I bet ya mama gon' like me
And ya big bro too
I bet ya daddy gon' like me
And ya homeboys too

Imma do everything, that ya man ain't do, yeah
Babygirl I'm him
Babygirl I'm -Babygirl i'm him, yeah
Babygirl I'm him
Babygirl I'm him
Babygirl I'm -Babygirl I'm him

Baby I'll do, what he wouldn't do
Better yet do, what he couldn't do
I'll be him you be her
We'll be bullet proof
If you run out of bullets, I'll shoot for you
If they shoot at my baby, I'll take it for you
I don't care about laws, girl, I'll break them for you
If we ever get caught, girl, I'll take it for us

Ah baby, i'm -Babygirl i'm him
Babygirl I'm -Babygirl i'm him, yeah
Babygirl i'm him
Babygirl i'm him
Babygirl I'm -Babygirl i'm him"
1.472257967166985,4.8945358479074415,69.73969962989018,2014,1,0,1,A Place Like This ::: Majid Jordan,"It’s a difficult place when it gets like this, uh huh
It’s hard to raise a child when it gets like this, uh huh
Oh, giving this my all was my only wish, uh huh
But, it’s hard to do you right when it gets like this, uh huh

Your wish, my command, uh huh
So go on, take my hand, uh huh
Go on, take my hand, there’s nothing left to do, uh huh, uh huh
We’re better off as two, uh huh, uh huh
It’s a difficult place when it gets like this, uh huh
It’s hard to teach a child when it gets like this
What they offering you in a place like this?
What they promising you when it gets like this?

Your wish, my command, uh huh
So go on, take my hand, uh huh
Go on, take my hand, there’s nothing left to do, uh huh, uh huh
We’re better off as two, uh huh, uh huh

Brings a tear to my eye when you remind me, uh huh
How you came to my side and you stayed by me, uh huh
You saying I, think it’s time we made that decision, uh huh
It’s the type that you and me won’t even mention, uh huh

Your wish, my command, uh huh
So go on, take my hand, uh huh
Go on, take my hand, there’s nothing left to do, uh huh, uh huh
We’re better off as two, uh huh, uh huh

Said I, I did it all for you
You’re all I thought of
(oh)
Said I, I did it all for you
(oh)
Held my hand
What they offering you
(oh)
What they offering you, what they promising you
Cause I swear it’s not better than what I would do"
1.372039068869864,4.575216015898979,126.03390489554232,2014,1,0,0,A Little More Jesus ::: Erica Campbell,"Mmm
Mmm

I need just a little more Jesus
(I need just a little more Jesus)
I need just a little more Jesus
(I need just a little more Jesus) Hey
I need just a little more Jesus
(I need just a little more Jesus)
To help me along my way
Oh
Mmm
Mmm

I need just a little more Jesus
(I need just a little more Jesus) Hey, ayy, ayy
I need just a little more Jesus
(I need just a little more Jesus) Ooh
I need just a little more Jesus
(I need just a little more Jesus) ey
To help me along my way

Oh
Mmm (Help Me)
Mmm (Come on sir)
Mmm (Anybody need him?)
Mmm (Hey)

I got too mad and I said too much
Went too far and I almost cussed
No, my mama didn't raise me that way
Lord, I need a little help today
I'm way too sad and I'm cryin' too long
I can't keep sayin' everything is wrong
Yes, my life is way too hard
But ain't nothin' too hard for God
I need just a little more Jesus
(I need just a little more Jesus) Hey
I need just a little more Jesus
(I need just a little more Jesus) Hey
I need just a little more Jesus
(I need just a little more Jesus) Hey
To help me along my way (Come on sir)
I need just a little more Jesus
(I need just a little more Jesus) Yeah
I need just a little more Jesus
(I need just a little more Jesus)
Said, I need just a little more Jesus
(I need just a little more Jesus) Yeah
To help me along my way

Heey

Problems at work, problems at home
Won't everybody just leave me alone?
I can't fix you 'cause I'm tryin' to fix me
I'm tryin' to find help so I'm on my know
Gotta ache right here, pain right there
Not enough power, needed way more prayer
Seems like it's so hard to pray
Yes, that's why I lost my way
Said, I need just a little more Jesus
(I need just a little more Jesus) Yeah
I need just a little more Jesus
(I need just a little more Jesus) Mmm
I need just a little more Jesus
(I need just a little more Jesus) Oh, my Lord
To help me along my way, oh
I need just a little more Jesus
(I need just a little more Jesus)
I need just a little more Jesus
(I need just a little more Jesus) Ooh
I need just a little more Jesus
(I need just a little more Jesus) Oh
To help me along my way (Ayy, ayy, ayy)

To help me along the way (Oh, oh)
To help me along the way (Oh, my Lord)
To help me along the way (Ayy, ayy, ayy)
To help me along the way, yeah, yeah"
1.1491416802450785,4.890649842401208,144.19344104706622,2021,1,0,1,Stoked ::: Weston Estate,"Yeah,  lalaladadada, oh oh

I just wanna kiss you off the morphine (yeah)
Then we go and dance inside the ocean (yeah)
Rest in peace to me I fell in so deep
I'm in so deep, yeah
Pull up with the OG yeah, yeah yeah

Wait! Don't be startled when I come through girl, hey!
I got all this now I want you girl, wait!
I'll pull up, hop out, hop out the door
With diamonds shining, I need some more
I need some more, yeah
You be all wystical and mystical
The way that you hit my soul, it keeps me going
I'll be like oh my god, yeah I'm in love
I'll be like woho like woahh
I know you're lonely, lonely I could help with that
Wish your homies, homies never held you back
Say they know me, know me I don't know 'bout that
They say they know me, know me
Know me, know me

I just wanna kiss you off the morphine (yeah)
Then we go and dance inside the ocean (yeah)
Rest in peace to me I fell in so deep
I'm in so deep, yeah
Pull up with the OG yeah, yeah yeah
I just wanna kiss you off the morphine (yeah)
Then we go and dance inside the ocean (yeah)
Rest in peace to me I fell in so deep
I'm in so deep, yeah
Pull up with the OG yeah, yeah yeah

Aye please girl, don't forget about the receipt girl
It was 31,000 dollars on me girl
I got like 31,000 places to be girl, oh my
Hold on, wait
Diamonds shining like a lake
She wanna tour the estate
I tell her look, baby girl you gotta wait
I'm lookin' for a bad thing in the moonlight
She's lookin' for some passion, make her move right
Cause she be so dmatic, get your mood right
Yea got me going, got me looking, got me oooh!

I know you're lonely, lonely I could help with that
Wish your homies, homies never held you back
Say they know me, know me I don't know 'bout that
They say they know me, know me
Know me, know me

I just wanna kiss you off the morphine (yeah)
Then we go and dance inside the ocean (yeah)
Rest in peace to me I fell in so deep
I'm in so deep, yeah
Pull up with the OG yeah, yeah yeah
I just wanna kiss you off the morphine (yeah)
Then we go and dance inside the ocean (yeah)
Rest in peace to me I fell in so deep
I'm in so deep, yeah
Pull up with the OG yeah, yeah yeah"
1.4653442684378986,4.843927218050052,140.44705900470467,2019,7,0,1,MY POWER ::: Nija,"They'll never take my power, my power, my power
They'll never take my power, my power, my power
They feel a way, oh wow (Boma, boma yé)
They feel a way, oh wow (Boma, boma yé)
They'll never take my power, my power, my power
They'll never take my power, my power, my power
They feel a way, oh wow (Boma, boma yé)
They feel a way, oh wow (Boma, boma yé)

I was always in the lead
Who you wanna be? I'm who they wanna be
E, never seen so much rage from a queen
Rage from a queen, queen so strong, thought she was a machine
Girl of your dreams, Synclaire, Regine
Turned to the max, can't forget Maxine
Refer to me as a goddess, I'm tired of being modest
A hundred degrees, the hottest, if we being honest
Ebony and ebonics, black people win
They say we bein' demonic, angel in disguise
I hate I have to disguise it, why you gotta despise it?
Rich in the mind, that's why I'm making deposits
Carry all the power, it's time to realize it
(They'll never, ever take my power)
They'll never take my power, my power, my power
They'll never take my power, my power, my power
They feel a way, oh wow
They feel a way, oh wow
They'll never take my power, my power, my power
They'll never take my power, my power, my power
They feel a way (Hold up), oh wow (Boma, boma yé, wow, wow, wow)
They feel a way (Woo), oh wow (Boma, boma yé, wow, wow, wow)

This that rhythm, this that lightning
This that burn, this ain't no perm
This that nappy, this that herb
This that kinfolk, this that skinfolk
This that war, this that bloodline
On the frontline, ready for war
Where you gon' run?
I'ma get loose, get loose, get low, get low
Oh yeah, get loose, get loose, get low, get low
oh, gotta protect my grace
Keep it locked in the safe
Don't make me get back to my ways
My power, they'll never take

They'll never take my power, my power, my power
They'll never take my power, my power, my power
They feel a way, oh wow (Wow, wow, wow, wow)
They feel a way (Woo), oh wow (Wow, wow)
They'll never take my power, my power, my power
They'll never take my power (Power), my power, my power
They feel a way, oh wow (Wow, wow)
They feel a way, oh wow (Wow, wow)
Woza
Vumani bo! (Siyavuma!)
Selingenile ikumkani
Ningangabazi amandla am
Ngizogobisa abanenkani
Thulani bo! (Seng'hleli)
Selivukile idimoni lami
Nibabuzile abaziyo ngami
There will be peace when I'm done
Jongani bo (Siyabona)
Ndim' Skeem Sami
Sizilethile izikhali
La amagwala awahlangani
Hlalani bo! (Ibamb'umthetho)
Niyayibon' iyinkinga lento
Soyilungisa, themba mina
Qoqa amaqhawe soyiqeda manje!

They'll never take my power, my power, my power
They'll never take my power, my power, my power
They feel a way (Ayy), oh wow (Wow, wow)
They feel a way (Ayy), oh wow (Wow, wow)
They'll never take my power, my power, my power
They'll never take my power, my power, my power (Ayy)
They feel a way (Ayy), oh wow (Wow, wow)
They feel a way (Ayy), oh wow (Wow, wow)
Woza
You no fit to touch am O
Oh, la la
You no fit to touch am O (Woza, woza)
(I think that means let's go, so woza)

Boom, boom, check you later
I roll with the danger
Andoyiki, nenja
Mina ndiNinja
Boom, boom, check you later
I roll with the danger
Andoyiki, nenja
Mina ndiNinja
Woza"
1.3689786389102023,4.393806985563023,64.86348991012379,2018,1,0,1,Motion ::: Khalid,"You'd rather speak more than listen
And that's based off our first impression
I'm new to all this affection
But I'm going in the right direction
Floating through different dimensions
But not losing sense of religion
Honey, I forgot to mention
I'm so entranced by you, it hurts

I'm in love with the moment
See me floatin', see me glowin'
I'm in love with the moment
See me floatin', see me glowin'
Can't let me go if I'm fallin'
I've been on the path of importance
Let the love pull you in slowly
The river is running, we're flowing
I'm coming down, you've been rollin'
And we're letting free, now we're open
Pour me a, pour me a potion
I'm rocking, I'm rocking the motion

I'm in love with the moment
See me floatin', see me glowin'
I'm in love with the moment
See me floatin', see me glowin'

Nothing feels better than this
Now, left, right, left, right
Take it back, bring it side to side
Like that, like that, ayy
Ooh, now, left, right, left, right
Take it back, bring it side to side
Like
Nothing feels better than this
Now, left, right, left, right
Take it back, bring it side to side
Like that, like that, ayy
Ooh, now, left, right, left, right
Take it back, bring it side to side
Like
Nothing feels better than this
That made me feel like I'm just speeding, doing 60 in a 35
We're sitting in a car and just holding hands"
1.3954027534838815,4.709809450606909,109.00262597235296,2018,1,0,1,Blind Man ::: Xavier Omär,"Oh, yeah

I can love you with my eyes closed
I don't lose sight of your beauty
'Cause your heart is fine gold, baby
I'ma take my time with your mind
Your ambition won't leave me alone
Tell me 'bout your dreams, tell me everything
Don't nobody care about your heart like I do (I do)
Girl I'm down for you just the way that you're (Down for me)
Body like a queen
But it ain't about your body, baby, it's about your being
I ain't rolling up, but I'm on a high
When you really think about it, ain't no wonder why

I'm so down for you
I'm so down for you, babe
(I'm so down, I'm so down for ya)
I see you from the inside
I'm so down for you
I'm so down for you, babe
(I'm so down, I'm so down for ya)
I see you

Never could forget you 'cause
You're so beautiful, girl, a blind man could love you
(Woo, yeah, woo, yeah)
You're so beautiful, girl, a blind man could love you
(Woo, yeah, woo, yeah)
Beauty in your soul, girl, a blind man could love you
(Woo, yeah, woo, yeah)

A blind man could love you just for who you are
Got 20/20 vision and I still don't see ya flaws
I said you make me feel good, and you ain't even touch me
My baby A1, I ain't gon' trade you in for nothing
And now I'm doin' the most (Doin' the most)
Making sure I keep your attention, baby
I'm true in the post (True in the post)
I'm in the paint with the baddest intentions
You're bad, did I mention? (Baby, you bad)
With my eyes open, there's no one badder, there isn't
Never left and I'm glad that you didn't (Baby)
Body like a queen
But it ain't about your body, baby, it's about your being
I ain't rolling up, but I'm on a high
When you really think about it, ain't no wonder why

I'm so down for you
I'm so down for you, babe
(I'm so down, I'm so down for ya)
I see you from the inside
I'm so down for you
I'm so down for you, babe
(I'm so down, I'm so down for ya)
I see you

Never could forget you 'cause
You're so beautiful, girl, a blind man could love you
(Woo, yeah, woo, yeah)
You're so beautiful, girl, a blind man could love you
(Woo, yeah, woo, yeah)
Beauty in your soul, girl, a blind man could love you
(Woo, yeah, woo, yeah)
Oh, yeah"
